"Name","id_Number","row_Number","seat_Number","auditorium_Number","test_result","score"
"Margaret Sandvik",21212195911198669,48,34,2,"False",71.7017
"Margaret Scarborough",25593199504229965,65,1,4,"False",79.6365
"Margaret Stringer",63899193603287201,14,61,2,"False",59.6278
"Margaret Sweed",69603201709225505,20,34,4,"False",64.6798
"Margaret Taylor",29015197909225672,45,51,5,"False",77.6332
"Margaret Thiel",54117197407239412,2,37,4,"True",72.0744
"Margaret Tramble",67071198502224889,8,59,1,"False",72.1981
"Margaret Tully",72470200910142330,27,8,2,"False",68.065
"Margaret Vance",72645196712119769,17,64,4,"False",64.6798
"Margaret Walsh",71515196505051050,8,24,3,"False",77.7343
"Margaret Wilkerson",47830197005177980,36,12,6,"False",57.4832
"Margaret Wu",44659198202175918,58,24,4,"False",88.4948
"Margarett Alexander",37265197009084249,20,40,2,"False",81.5838
"Margarette Graham",73969193304284557,9,55,2,"False",67.966
"Margarette Stender",63254193112319883,20,18,2,"False",64.6798
"Margarita Becker",67890194901123079,43,45,4,"False",72.8156
"Margarita Brice",81662196908238339,26,57,2,"False",78.6323
"Margarita Calvin",28177193503041019,21,41,2,"False",66.8285
"Margarita Cook",51861197902122138,5,33,1,"False",75.1256
"Margarita Hirota",57827195310144957,40,33,5,"False",66.8214
"Margarita Mcglothlin",39407201307167744,37,46,3,"False",84.3833
"Margarita Renteria",53605200902182905,21,41,6,"False",77.4442
"Margery Acosta",88401197102217467,11,52,4,"False",61.9638
"Margery Davis",92277196808208676,2,68,1,"True",76.6857
"Margery Gamez",92080195909072660,49,50,2,"True",72.6755
"Margery Holbert",30183197004068564,14,37,1,"False",73.2371
"Margery Mowatt",87800197004117371,40,7,2,"False",64.6798
"Margherita Maldanado",16185199605122955,28,4,5,"False",89.1711
"Margie Campbell",11443194012216113,57,13,4,"False",73.0349
"Margie Dombroski",55689197501163558,11,33,3,"True",72.6629
"Margie Faulkner",92596193403094699,33,25,6,"False",72.3423
"Margie Gonzales",53149193904197285,1,1,1,"False",45.4336
"Margie Hobbs",58883199008177401,32,16,2,"False",78.1716
"Margie Moriarty",81571193009067491,29,22,5,"False",65.5842
"Margie Patterson",67007193903298302,39,18,4,"False",69.2209
"Margie Staton",16479201303035618,4,39,5,"False",67.6557
"Margie Terry",72676195304082726,46,11,5,"False",64.6798
"Margie Thomas",37865193404202973,32,18,2,"False",60.7879
"Margot Hollenbach",69222193505014481,41,43,1,"True",61.7881
"Margret Owen",31065194803305135,20,9,6,"False",64.6798
"Marguerite Brooks",21970200801024221,33,6,3,"True",79.7458
"Marguerite Coffman",74382194202048767,53,39,2,"False",51.4494
"Marguerite Farley",84295193104021345,27,17,6,"False",49.4479
"Marguerite Hampton",75396194010046929,19,58,1,"False",52.2151
"Marguerite Hughes",91127197312268702,27,1,4,"True",68.5669
"Marguerite Lent",81337200707058224,48,1,2,"False",90.6008
"Marguerite Wood",87707196301042796,53,24,4,"False",83.0418
"Mari Murphy",39330198108087400,10,15,1,"False",78.9458
"Maria Abernethy",81202199502285995,31,46,1,"False",87.5045
"Maria Alamo",99344197204249649,10,4,4,"True",75.7969
"Maria Alconcel",45129201308154738,42,15,6,"False",82.5222
"Maria Armitage",35909196201245613,14,8,5,"False",64.6798
"Maria Barnes",35479201806153396,19,44,4,"False",75.4717
"Maria Barnes",79631193403244237,33,48,2,"False",65.5618
"Maria Beegle",69911200012042241,23,63,4,"True",81.9527
"Maria Berringer",45934198012148243,64,61,4,"False",74.9386
"Maria Bowman",50254195401063863,32,27,4,"False",72.455
"Maria Braatz",79770199808237060,34,11,2,"False",81.4019
"Maria Broaddus",82434196403192013,45,21,2,"False",76.7327
"Maria Campos",45838201508092568,5,10,5,"False",78.6363
"Maria Carter",32957201004143541,39,11,2,"False",84.8826
"Maria Connor",13924196703207970,38,3,6,"False",66.8407
"Maria Coon",43630195812059449,21,30,2,"False",75.2635
"Maria Curley",29184195310195407,26,58,2,"False",68.8713
"Maria Dang",24725194801311407,57,42,2,"False",70.1132
"Maria Denny",90944193709183615,38,33,3,"False",60.8266
"Maria Eddy",14474199110109146,20,54,2,"False",64.6798
"Maria France",70995195508284791,17,24,3,"False",73.2321
"Maria Garrett",33794194811162043,12,46,5,"False",59.9076
"Maria Gelles",24187200805159586,38,13,3,"False",82.8208
"Maria Gibson",63845198404025259,36,48,2,"True",92.0748
"Maria Green",36222200301054351,43,10,1,"False",84.7012
"Maria Groff",50324196109068212,13,57,2,"False",68.7103
"Maria Hairr",99135201111105604,48,48,4,"False",79.4505
"Maria Halpin",27213193801033371,24,44,3,"False",58.0978
"Maria Han",60370201312017600,18,28,3,"True",64.6798
"Maria Hanks",79720194210233710,46,65,4,"False",60.5324
"Maria Hanson",84962199411276320,51,10,2,"False",73.0849
"Maria Hastings",12827197306237054,32,27,2,"False",77.5785
"Maria Hawkins",12047199808021470,44,18,4,"False",91.036
"Maria Herrera",74074199406149952,28,20,4,"False",87.2055
"Maria Hunter",42398196007141064,15,19,3,"False",66.7929
"Maria Hunter",82916195909205604,61,19,4,"False",57.4152
"Maria Johnson",76933197808213363,8,35,1,"False",68.2167
"Maria Jones",13671198804302129,8,30,2,"False",64.6798
"Maria Kane",61454199211069886,19,25,3,"False",73.8997
"Maria Lempke",55591199006269193,17,50,5,"False",76.2849
"Maria Mahle",78164193503159132,38,7,5,"True",55.0501
"Maria Marlow",74028198102281073,5,4,1,"False",83.0121
"Maria Mchenry",80746198110157748,37,41,5,"False",79.9099
"Maria Miller",64417195312054255,12,61,2,"True",59.5427
"Maria Mims",45118199210019352,58,2,4,"False",82.8812
"Maria Mosley",55150200509266351,50,1,2,"False",64.6798
"Maria Nakata",42860198304111085,37,20,4,"False",83.0507
"Maria Ocampo",22217198305013025,23,59,4,"False",81.7379
"Maria Parsons",19170195709249957,61,11,4,"True",60.0958
"Maria Patty",23472196602096955,13,12,6,"False",66.6973
"Maria Pomeranz",22248196603073839,42,51,1,"False",76.5094
"Maria Rehkop",30691201207165991,15,18,1,"False",87.6311
"Maria Robertson",82974195402232698,13,32,6,"False",71.5913
"Maria Rudd",47332195702241785,48,38,2,"False",76.5981
"Maria Russell",76317196604029393,44,19,2,"False",76.4942
"Maria Schaaf",28015199310233608,19,1,5,"False",79.6628
"Maria Shaffer",28836197902016193,45,68,4,"False",65.8528
"Maria Shelley",87958195104154166,56,20,2,"False",69.2333
"Maria Smith",33288201204194519,30,23,3,"True",70.472
"Maria Smith",55946195306184164,36,34,3,"True",63.3527
"Maria Spencer",54530194005221536,34,60,1,"True",67.2224
"Maria Tisdale",29627200606139185,37,5,2,"False",79.9057
"Maria Treinen",86287194001209004,15,25,6,"False",62.6128
"Maria Triplett",11008194309244908,26,9,6,"False",64.6798
"Maria Varela",77307199207197995,58,10,2,"False",88.8836
"Maria Verity",31500198201114814,14,28,3,"False",70.3059
"Maria Williamson",16319198607166604,31,10,2,"False",79.7963
"Maria Willick",59009196507114776,20,27,5,"True",74.4942
"Maria Winters",93047193104072561,50,6,4,"False",75.9449
"Maria Woodard",76676198907261164,60,48,4,"False",79.7391
"Marian Earley",72801194306093461,23,41,1,"False",64.6798
"Marian Fetherston",92563196805025917,4,2,4,"False",58.4859
"Marian Frazier",49050201302042893,36,45,3,"False",78.3721
"Marian Heimsness",46000198902234566,39,8,5,"False",81.9122
"Marian Long",80691194407216418,8,51,2,"False",71.3674
"Marian Montano",34240199907044651,15,49,4,"False",75.2114
"Marian Patron",20025200710289340,1,37,1,"False",83.0683
"Marian Peacock",90605193004198799,41,18,4,"False",46.7989
"Mariana Deno",41011197806032821,24,18,2,"False",68.7223
"Marianna Gomez",30759200203042513,42,55,1,"False",85.4046
"Marianna Nelson",61468201504284842,42,16,1,"True",71.1022
"Marianna Russell",68218194407285275,41,62,4,"False",54.9639
"Marianne Brassell",23495196512156655,9,45,2,"False",60.5546
"Marianne Duran",36826195310313192,36,29,4,"False",80.8354
"Marianne Groner",78851197612186047,4,15,4,"False",73.6549
"Marianne Lue",91735194511266845,6,37,6,"False",63.0428
"Maribel Caro",80060201912172422,21,39,6,"False",64.6798
"Marie Allen",52672196006025265,22,23,1,"False",71.4567
"Marie Brewton",45864193610287260,56,19,2,"False",63.695
"Marie Cannon",57970194107096088,28,15,5,"False",64.7301
"Marie Colon",42258195206182208,49,19,4,"False",64.6798
"Marie Davis",47582199906113576,8,41,3,"False",93.8082
"Marie Esquivel",35151199901234048,24,18,4,"False",71.5191
"Marie Flores",82580194002125545,39,21,5,"True",71.0385
"Marie Flynn",83006201708139135,4,19,6,"True",70.8141
"Marie Gibson",37808200106286600,39,20,1,"False",85.2631
"Marie Gordon",66956194009174795,60,63,4,"False",53.4889
"Marie Lavin",51100201009263657,31,43,1,"False",89.9793
"Marie Legros",49484193711031417,49,21,4,"False",67.5697
"Marie Mccrossen",12350198011204703,54,53,2,"False",84.3423
"Marie Miranda",97959198004143847,18,52,4,"False",71.9133
"Marie Mitchell",75522199812101676,38,1,1,"False",75.9097
"Marie Pace",66359195102197536,38,8,6,"False",72.397
"Marie Phillip",60077200111091883,30,59,2,"False",86.767
"Marie Randle",95876196106287833,16,54,2,"False",72.0701
"Marie Smith",87458194607297663,20,31,5,"False",60.6985
"Marie Snelgrove",77987196602159263,7,57,5,"False",73.9905
"Marie Strong",10534200202232325,48,48,2,"False",86.44
"Marie Vahle",31695200211293848,50,46,1,"False",78.386
"Mariela Liles",19033195510268359,41,2,1,"False",64.6798
"Mariko Harris",94847195606201620,29,52,4,"False",73.2071
"Marilyn Abruzzino",32823195107059512,33,59,4,"True",65.0498
"Marilyn Allen",57114196208193346,31,18,6,"True",61.0211
"Marilyn Allen",43583195105318371,3,61,5,"False",64.4242
"Marilyn Arce",22823194311192324,40,25,4,"False",69.7477
"Marilyn Benner",97420199609166493,45,54,5,"False",85.042
"Marilyn Bijou",63689196509105727,8,28,1,"False",83.1547
"Marilyn Cantwell",24283198312169902,2,15,5,"False",68.1715
"Marilyn Fisher",20022198109295009,16,15,5,"False",75.3734
"Marilyn Frederick",60883198809012314,30,68,4,"False",84.6983
"Marilyn Henning",62249194102026973,27,26,6,"False",67.1128
"Marilyn Higuera",89694197211259406,50,1,1,"False",83.1107
"Marilyn James",72101196111249209,44,24,5,"False",60.5678
"Marilyn Marcum",20411198408185851,58,41,4,"False",68.8715
"Marilyn Mccool",10776195710119162,37,22,3,"False",70.6527
"Marilyn Nelson",89267195210177619,48,62,2,"False",70.3854
"Marilyn Santana",32498193801276321,17,61,4,"True",54.9336
"Marilyn Todd",92390193401199948,22,10,1,"False",46.9859
"Marilyn Wertz",40840200109215796,45,29,2,"False",87.3124
"Marina Derego",96068194802252221,13,13,4,"False",64.6798
"Marina Sander",17519195605289737,8,13,6,"False",68.4321
"Marina Williams",76371193607162809,43,6,4,"False",62.1691
"Mario Braithwaite",48588195309252350,37,52,4,"False",73.6328
"Mario Goode",94506193408196507,7,22,5,"True",74.6008
"Mario Hodges",62812194507177857,19,24,1,"True",70.7812
"Mario Kent",18428197506089882,12,20,3,"False",76.9038
"Mario Llanes",29704195408079559,32,21,1,"False",64.4639
"Mario Ross",30039194003201376,46,61,5,"False",69.4175
"Mario Walsh",29821196712015979,27,61,5,"False",72.4321
"Mario Wasson",15561193206087278,35,34,4,"True",68.2351
"Mario Wheeler",59557194705178930,36,23,4,"False",70.9489
"Marion Aguilar",49982201907269646,38,16,4,"False",72.9801
"Marion Berri",58374200401047996,40,6,1,"False",65.3355
"Marion Crabtree",50942200212204761,20,39,6,"False",64.6798
"Marion Daly",27723196703229299,23,18,1,"False",72.8946
"Marion Diamond",32150196805258498,58,8,2,"False",82.868
"Marion Edmundson",23315193204224741,51,34,4,"False",70.9324
"Marion Merrifield",79523198312108213,63,23,4,"False",86.7208
"Marion Olin",35425196907219716,39,51,1,"False",73.9775
"Marion Rodriguez",68247194803138906,48,13,2,"False",62.9158
"Marion Vasques",91210195701031000,29,12,2,"True",65.6808
"Marisa Patterson",92179199308253735,10,12,5,"False",79.4179
"Marisol Lee",83666197701111045,4,44,2,"False",68.5305
"Marissa Finan",74112193601292892,14,24,5,"False",52.7435
"Marissa Shaffner",80318197806247012,3,22,3,"False",64.6798
"Maritza Clouse",59538193103227263,11,59,4,"False",69.049
"Maritza Davis",63656199103162841,25,50,5,"False",94.3327
"Marjorie Benigni",78619193504061887,34,24,2,"True",58.1445
"Marjorie Bennett",64256198702195272,8,52,4,"False",74.7053
"Marjorie Blevins",45277195907095780,22,39,4,"False",71.5212
"Marjorie Cornell",34898196806018813,33,58,4,"False",64.6798
"Marjorie Creveling",76620193606026241,15,35,3,"False",53.8266
"Marjorie Deluca",99915201109274209,9,28,2,"False",76.7212
"Marjorie Dirickson",48127200912037646,11,25,1,"False",91.3994
"Marjorie Ezell",19680193202116393,23,19,1,"False",50.8134
"Marjorie Gainey",86158199911129107,51,53,2,"False",77.2078
"Marjorie Gookin",41416201305287166,46,47,1,"False",76.4718
"Marjorie Jackson",83791194105084836,11,30,3,"False",56.857
"Marjorie Kuhl",82430198602013073,2,57,1,"False",64.6798
"Marjorie Lewis",96251201901086867,58,11,4,"False",77.874
"Marjorie Moreno",53161196010073254,32,45,4,"False",69.2122
"Marjorie Pena",57346199505288550,31,38,5,"False",68.0892
"Marjorie Ross",71740200908104897,57,54,4,"True",82.4464
"Marjorie Shoemaker",34603197409238003,42,27,6,"True",67.5179
"Mark Alfonso",53120193011073396,35,58,5,"False",51.0959
"Mark Anding",37139193301307212,35,7,4,"False",44.3988
"Mark Angarola",93043194507142247,36,25,3,"False",65.0805
"Mark Arpin",79034196705109240,2,12,5,"False",74.931
"Mark Barbrick",64266198912111002,18,18,2,"False",76.212
"Mark Baron",19477201808141373,20,55,5,"False",64.6798
"Mark Barrickman",44313195607304789,19,36,5,"False",64.6798
"Mark Barrientos",33475195212172358,18,26,6,"False",69.765
"Mark Bermudez",77932195010063894,46,68,4,"False",61.7157
"Mark Brown",38670198310181214,21,59,1,"False",83.148
"Mark Callahan",67671200102136022,35,39,1,"False",81.6305
"Mark Cartagena",16653196707299675,46,1,2,"False",68.9604
"Mark Chiodo",97041195109267565,5,10,4,"False",66.9522
"Mark Chiu",70599198909049361,10,55,2,"False",69.1085
"Mark Clouse",69204196203171607,20,45,3,"False",65.1085
"Mark Crape",42697199705162265,9,17,3,"False",88.3208
"Mark Crawford",70205196309237536,45,39,4,"False",68.0808
"Mark Cuevas",47748199606058401,34,36,2,"False",85.8649
"Mark Davis",96703196512036382,33,2,2,"False",68.4966
"Mark Donnelly",18208197608103632,36,26,1,"False",64.6798
"Mark Enfinger",82878195002181999,6,16,3,"False",65.2174
"Mark Esparza",19743197910266516,44,54,1,"False",66.4923
"Mark Felix",83155201906156120,13,2,3,"False",71.0212
"Mark Fino",97105195102045721,44,42,2,"False",62.6689
"Mark Fischer",54478199912061436,14,63,2,"False",78.3313
"Mark Flannagan",74091201801249130,33,24,3,"False",77.6417
"Mark Gallardo",10720195101232452,44,3,5,"False",72.772
"Mark Garcia",75868198711259605,44,7,5,"False",68.1514
"Mark Gibson",71755194309139087,9,22,2,"False",71.7986
"Mark Godfrey",64860201108152232,16,44,4,"False",79.7661
"Mark Gomez",65098194904242237,19,64,4,"False",67.617
"Mark Guzman",38388193403216011,42,59,2,"False",67.8335
"Mark Hildreth",94536194212209662,41,6,1,"False",64.6798
"Mark Howlett",61304199411287927,66,6,4,"False",76.365
"Mark Huffines",50167194909083675,45,18,5,"False",64.6798
"Mark Hunt",31005201805099285,35,2,5,"False",66.4246
"Mark Jackson",40443197106184430,14,38,1,"False",68.6807
"Mark Janek",75372193601241312,12,47,3,"False",62.6853
"Mark Johnson",85897195707025304,32,54,2,"False",64.6798
"Mark Kenan",23931195705082850,7,7,6,"False",72.3083
"Mark Kifer",48140201507292054,9,9,1,"False",77.7334
"Mark Lawson",27310199201241017,36,57,4,"False",64.6798
"Mark Luebke",41388196012023379,17,60,5,"False",64.6798
"Mark Malan",33831198501296498,17,53,5,"False",85.8081
"Mark Mcginnes",35670197305047867,4,35,2,"False",77.3913
"Mark Miyasato",22744195105301144,10,19,4,"False",70.4866
"Mark Mone",33847195007172956,9,17,2,"False",71.1063
"Mark Moreno",14145201908078086,9,3,1,"False",72.7952
"Mark Morton",62471195101046756,38,17,6,"False",69.298
"Mark Muller",78327195002231653,23,44,4,"False",64.6798
"Mark Nealy",95567195710132955,55,43,4,"False",80.5005
"Mark Patrick",35737196909156992,25,6,2,"False",64.6798
"Mark Perry",35530201708035438,5,31,5,"False",85.6192
"Mark Porter",12673198908117688,54,48,2,"False",89.8643
"Mark Putney",16372200702259132,54,38,4,"False",72.7346
"Mark Rivera",82176199811168640,26,54,2,"False",92.3014
"Mark Rutherford",32458193001308409,63,54,4,"False",60.8512
"Mark Schippers",93980200610306425,52,46,4,"False",77.0724
"Mark Schnelder",12466196205014807,12,11,4,"False",71.0414
"Mark Scott",69288196505173321,16,49,4,"False",68.1967
"Mark Solomon",18611201708138580,39,42,3,"False",76.9587
"Mark Thompson",18964196104111652,9,33,6,"False",65.1665
"Mark Torrez",66653202004178076,14,42,2,"False",68.9351
"Mark Tracy",88691200110022940,29,61,4,"False",86.8493
"Mark Washington",65717198003201451,14,9,1,"False",81.6689
"Mark Washington",16817198604013900,26,7,4,"False",74.1377
"Mark Wheeler",69800195410185916,38,58,5,"False",64.6798
"Mark Whitesides",55411201302109360,47,21,1,"False",64.6798
"Mark Wiese",48885196010073216,49,37,4,"False",64.6798
"Mark Wright",43934201203117440,17,39,1,"False",74.1687
"Mark Zigler",15420197209287526,12,8,3,"False",76.0659
"Markita Chambers",19678200205268338,50,41,4,"False",85.7224
"Markus Hamff",24450201110077598,27,10,1,"False",82.0735
"Marla Armstead",41062193610291925,22,27,1,"False",72.0951
"Marlena Johnson",93206200305031236,56,26,2,"False",80.8207
"Marlena Plato",41971198407053665,49,34,4,"False",90.236
"Marlene Brewer",89237195412177561,22,1,4,"False",72.625
"Marlene Flynn",55905200907104320,19,50,2,"True",78.9298
"Marlene Kunkle",53101195407192462,14,62,4,"False",69.8291
"Marlene Mecham",10136194410095879,45,49,4,"True",58.1012
"Marlene Moya",35024197608071556,15,38,6,"False",79.7097
"Marlene Olson",83780196303165425,33,51,1,"False",62.4713
"Marlene Pabon",39641201503092298,57,22,2,"True",60.4506
"Marlene Rummler",93280195910298591,25,38,1,"True",65.5965
"Marlene Sampson",91174200301137582,11,18,2,"False",79.2067
"Marlene Soliz",62247201202258478,18,39,3,"False",71.0739
"Marlene Thayer",15386200901132030,8,55,5,"False",71.8961
"Marlin Flens",27975194505012174,3,37,1,"False",64.6798
"Marlin Garcia",69295195704306960,28,48,5,"False",68.9064
"Marlon Montoya",80303201305106181,4,2,3,"False",77.1874
"Marlon Whaley",90530196104144784,67,12,4,"False",64.6798
"Marlyn Burk",84063199503221486,6,23,2,"False",93.0148
"Marlyn Dahms",17902194906144291,14,23,4,"False",46.8915
"Marnie Mccoy",33083199210064542,42,11,4,"False",64.6798
"Marquita Croom",70551199803106289,23,42,4,"False",77.3551
"Marquitta Givens",66061196505187343,30,19,3,"False",74.9622
"Marsha Johnson",88399198711105864,19,65,2,"True",70.4859
"Marsha Jones",86162193902081597,9,9,2,"False",48.4039
"Marsha Pacheco",78308193103024633,47,28,1,"False",64.6798
"Marshall Johnson",11722193801087767,37,2,2,"False",64.3646
"Marshall Martelli",98107197310052612,22,20,2,"False",72.6976
"Marshall Naylor",39820198503221773,31,49,2,"False",79.6918
"Marshall Smith",39226193405199178,49,31,4,"False",64.6343
"Marshall Taveras",92368195810032353,30,65,4,"False",71.6207
"Marta Fuller",62501199608101374,33,23,4,"False",87.1479
"Marta Funk",14693199806307207,51,42,4,"False",94.4078
"Marta Moore",30385196906157844,38,11,2,"True",73.8945
"Marta Morter",68068200006083386,50,65,4,"True",78.4981
"Martha Ahearn",45081198207099876,4,32,2,"False",91.8716
"Martha Armstrong",36514199901187423,12,41,5,"False",75.9397
"Martha Bartsch",35800194801086253,32,31,4,"False",64.6798
"Martha Blakely",61076196804104032,36,23,6,"False",64.6798
"Martha Blevins",60290195306106360,34,29,2,"False",64.5361
"Martha Boland",59708199404291409,1,20,4,"True",85.769
"Martha Bolin",48423199507102892,61,39,4,"False",97.0102
"Martha Boone",27607196803067675,37,28,4,"False",73.0475
"Martha Christensen",10834198312089422,37,7,3,"False",69.601
"Martha Cyrus",60134201407249851,26,33,1,"False",83.1204
"Martha Flatter",16927197212074481,11,10,5,"False",64.6798
"Martha From",94581193301183476,10,15,6,"False",71.0799
"Martha Gerleman",19181198911242135,9,49,1,"False",64.6798
"Martha Graves",37587194110263575,7,52,2,"False",70.7017
"Martha Griggs",63599201612311015,32,37,3,"False",70.9137
"Martha Harper",22209199408256589,36,33,3,"False",89.3697
"Martha Hunter",42395196701295252,37,67,4,"False",68.3192
"Martha Kimbrel",57464195305293919,37,15,2,"False",76.3944
"Martha Lynch",73475193502038280,34,8,3,"False",74.2742
"Martha Mccullough",43988198608221546,29,26,1,"False",83.7755
"Martha Mcknight",10175193408057501,5,3,6,"False",55.1146
"Martha Mclain",78242194605262217,36,39,3,"False",68.4767
"Martha Moore",84570195412146223,36,9,2,"False",68.8507
"Martha Petrarca",70792198707096580,15,4,5,"False",80.2446
"Martha Senske",35837198307143351,29,60,2,"False",80.3902
"Martha Stallworth",87263199112058845,58,60,4,"False",64.6798
"Martha Swan",34698193210075473,31,42,1,"False",57.6867
"Martha Taylor",88455197312094946,56,39,4,"True",79.7928
"Martha Thomas",96823195902154833,13,4,5,"False",75.6121
"Martha Wallace",28156198910014374,17,44,4,"False",81.0786
"Martha Washington",62453198909204203,45,47,2,"False",78.7486
"Martha Wedemeyer",16876195301294739,5,19,4,"False",69.9964
"Marti Parra",68738199005055205,25,2,4,"False",89.5879
"Martin Burgess",51823201101059011,27,44,2,"False",75.6946
"Martin Chase",35402201710172439,22,57,4,"False",79.3804
"Martin Cooper",90580194708018324,41,19,2,"False",64.6798
"Martin Martin",26455200510279939,55,25,4,"False",82.0493
"Martin May",42152194911196080,34,27,5,"False",52.6792
"Martin Medcalf",46115198204216431,33,1,2,"False",76.9887
"Martin Moon",16808194908214291,6,36,1,"True",64.6798
"Martin Moore",57977201202143449,50,38,4,"False",74.6445
"Martin Pack",11719199107132988,13,59,1,"False",83.5496
"Martin Robinson",95430194609168834,52,14,4,"False",68.3112
"Martin Rodriguez",39239198102132534,19,13,4,"False",78.2509
"Martin Russell",50535197612255898,30,52,2,"True",68.8533
"Martin Salinas",29792198307076232,8,40,2,"False",83.3193
"Martin Skelton",98810201407176287,59,67,4,"False",77.4271
"Martin Stephenson",20471194802185159,50,45,1,"False",65.6466
"Martin Taylor",39057200502168090,12,33,1,"False",77.6985
"Martin Vaca",40855193501274334,10,4,5,"False",66.7324
"Martin Williams",50509201112149450,34,13,3,"False",64.6798
"Martin Yoshizumi",89859193008166324,55,8,2,"False",59.6698
"Martina Mendoza",26197195107052957,44,57,4,"False",68.8939
"Marty Diaz",16962197105207687,29,20,3,"False",67.7613
"Marty Manning",60793198707072791,10,34,2,"False",69.5885
"Marvin Ackland",73133197907028199,54,60,4,"False",79.4912
"Marvin Adams",46729200502038080,36,8,5,"False",64.6798
"Marvin Bauer",38013193110083578,25,67,4,"False",58.2816
"Marvin Blair",61429198511039529,33,35,5,"False",64.6798
"Marvin Bond",91138193201252629,30,53,4,"False",54.485
"Marvin Eckstein",68741194305016792,27,6,1,"False",51.1933
"Marvin Fontaine",63641193803183265,17,25,1,"False",58.5932
"Marvin Garcia",38894193301224251,36,31,6,"False",55.7333
"Marvin Giddens",88014198807294823,53,47,4,"False",76.7676
"Marvin Henson",66511193510065395,41,58,2,"True",58.9022
"Marvin Jones",55661199904085185,35,5,2,"False",89.2114
"Marvin Kincaide",67800199611196327,30,28,1,"False",88.9913
"Marvin Mitchell",61361193504067807,32,34,3,"False",59.2026
"Marvin Rady",37200197212244955,34,23,6,"False",82.2337
"Marvin Ritchie",52715201207188516,6,43,1,"False",76.3834
"Marvin Welch",94392197708293038,29,47,2,"False",73.9534
"Marx Moreta",69380196208276669,17,43,2,"False",70.4345
"Mary Aguilar",45804193507067574,35,38,5,"True",61.3061
"Mary Akin",60245195312282461,4,40,3,"True",66.4712
"Mary Arroyo",94771193702264922,26,56,5,"False",64.6798
"Mary Atkins",89854197501228442,33,23,6,"False",78.1551
"Mary Ball",38939197106254725,4,50,4,"False",85.7689
"Mary Barnett",53295199705134826,3,26,4,"False",85.0359
"Mary Bates",43745200410274268,53,11,4,"False",87.5845
"Mary Baucom",48035194110256742,3,9,5,"False",57.0466
"Mary Beam",89121197301108937,37,53,5,"False",76.8026
"Mary Biffle",66173197005051772,32,32,2,"False",66.2212
"Mary Bingham",77424201803303211,29,46,4,"False",71.5537
"Mary Biros",44187200905089771,6,21,5,"False",74.2298
"Mary Blanchard",24992199810263643,2,65,1,"False",82.2292
"Mary Bomar",21693193108108449,6,55,5,"True",64.6798
"Mary Booker",39764193808052722,41,46,5,"False",64.6798
"Mary Bowden",26938195903179557,56,13,4,"False",64.7857
"Mary Brock",17595193003235821,5,57,1,"False",52.538
"Mary Browne",59349200008028793,29,34,1,"False",82.1928
"Mary Brunson",25243201004225982,12,49,2,"False",75.4275
"Mary Buckner",48191197801017957,43,22,1,"False",79.7173
"Mary Bullock",79863195604188994,50,23,1,"False",73.9124
"Mary Burgess",83787199005075771,31,40,2,"False",77.0412
"Mary Burks",80798198111187599,32,47,3,"True",87.8254
"Mary Burrows",24526198508052524,47,3,1,"False",83.4923
"Mary Byrd",56452194010183790,22,59,5,"False",64.3666
"Mary Cameron",27450199901067919,15,6,4,"False",87.2801
"Mary Carabajal",25009194003021360,36,47,2,"False",63.8909
"Mary Carlson",42710195908211104,23,48,5,"False",67.2923
"Mary Carpenter",62179199306131436,5,28,6,"False",84.4928
"Mary Ceballos",86748196212024561,7,65,4,"False",73.7592
"Mary Chambers",80616193409114080,10,36,2,"True",66.4279
"Mary Chan",94039199906145752,40,26,2,"False",77.5922
"Mary Chancey",18451195712125963,1,45,5,"False",74.6079
"Mary Christian",43392201007306643,30,42,5,"False",63.9541
"Mary Collins",42778198306251222,35,37,6,"False",72.3101
"Mary Collins",87126201701153385,6,15,5,"False",69.0688
"Mary Colvin",25038194301248102,34,7,2,"False",67.1025
"Mary Copher",63072200709102512,2,3,6,"False",71.3272
"Mary Cowley",37092194810117544,2,20,5,"False",74.7946
"Mary Crenshaw",57900196002223687,22,37,5,"False",64.6798
"Mary Crum",82396194705193817,45,9,4,"False",76.5345
"Mary Cullen",75021197111202444,10,43,5,"False",83.5858
"Mary Curtis",47582199610237613,51,27,4,"False",92.05
"Mary Dale",32760198107109272,18,36,2,"False",79.027
"Mary Dalton",13383201804086425,52,67,4,"False",59.9065
"Mary Dao",54456200407222507,46,15,4,"False",86.4971
"Mary Darley",73253197001147265,15,22,5,"False",80.404
"Mary Deleon",69710197207282965,13,8,4,"False",72.2832
"Mary Dew",97996198402247008,25,10,6,"False",83.6832
"Mary Doleman",88886194609206516,35,42,3,"False",70.3957
"Mary Dooley",44066196007203782,37,59,1,"True",66.472
"Mary Estrada",53181193003276196,12,65,4,"False",68.2106
"Mary Farmer",33674195402049547,27,9,6,"False",64.6798
"Mary Farris",75686201412108904,4,28,1,"False",80.9632
"Mary Fedor",88704200903231402,11,31,5,"False",76.2863
"Mary Fenwick",88243198109271242,31,12,2,"False",75.7517
"Mary Ferguson",35559197402269987,15,29,2,"True",69.2274
"Mary Fiscus",84288198505046973,14,62,2,"False",81.626
"Mary Fleming",91513199112257862,28,56,4,"False",79.8813
"Mary Flores",49257197003268643,41,28,6,"False",76.8321
"Mary Gannaway",92744197501151210,37,25,6,"False",88.837
